,keywords,地點,工作抬頭,公司名,工作url,需要工作經歷,需求科系,語言,語言程度,Rails,Python,RF,Database Administrator,Visual Basic,Power BI​,HP-UX,Ethernet,RDBMS,Verilog,ADO,SDLC,VBA,Google Analytics,Circuit Design,Java,Informix,LDAP,中英打,SPSS,Google Trend,DNS,SQR,Data Guard,Junit,Adobe Acrobat,UNIX,Hubs/ Routers,VPN,ASP.NET,Assembly,Struts,Perl,Juniper,XHTML,ISAPI,Inkscape,Firewall,GIS,XML,Data Modeling,DataStage,Ruby,ReactNative,VMS,PL/1,MCU,JavaScript,Adobe Photoshop,Pro/E,Data Marts,Unity3D,Tableau,SAS,Informatica,Mac OS,WAN,WinForm,Windows Server 2019,VLAN,e-Test suite,英文打字50~75,WebSphere,LabVIEW,Data Architect,Visio,ssh,Matlab,SAP,OOAD,Angular,Cognos,HTML,Redux,RTL,Bridges,TK,PPPoE,JSF,C#,Google Display Network,ASP,Jenkins,Socket,Capacity Planning,SOAP,Servlets,Android,IIS,LibreOffice Writer,基礎文書處理,FTP,Planner,FPGA,LAN,Developer/ Designer 2000,C++,HTTP,OLAP,Kotlin,After Effects,Toad,SAN/NAS,Microsoft Dynamics AX,TIBCO,Oracle Financials,SolidWorks,DHCP,Cisco,PLC,Screaming Frog SEO Spider,C,MFC,iptables,Scala,Premiere,VoIP,Alexa,Windows ,Django,WebLogic,ODBC,Shell,Linux,Go,Sybase,Web Master/Developer,EDA,Load Balancing,Security,Citrix,RIP,JSP,Visual C++,CSS,Google Data Studio,ERP,Visual Studio .net,Fireworks,AJAX,PHP,SimilarWeb,DSP,Vmware,Spring,Sass,AIX,AWS,Outlook,JMS,SNA,Solaris,XML Web services,UML,Microsoft SharePoint,Systems Analyst,MRP,Apple,Microsoft Exchange,jQuery,hadoop,Apache SOAP,Mantis,VBScript,文中系統,Teradata,Database Management,TCL,Xmind,Great Plains,J2EE,iOS,Oracle Forms,Internet Explorer,R,WLAN,C++.Net,SAN,Firebase,Visual Basic .net,Mac/Macintosh,AutoCAD,ASIC,IMS,VM,JDBC,CASE,OOP,Systems Analysis,Objective-C,Visual Studio,ETL,Routers,ARM,中文打字75~100,Illustrator,OSPF,Google Tag Manager,Access,Tomcat,AutoCad 3D,CorelDraw,Wordperfect,TCP/IP,AutoCad 2D,EJB,Delphi,Visual C#,Adobe InDesign,ActiveX,DB2,Ghost,D3.js,UDP,Project,Win32,Git,SWIFT,Hive,XSL,ArcGis,Sniffer,SQL,Systems Administration,CAM
30,資料分析,台北市中山區,WD-資料分析師,萬達寵物事業股份有限公司,https://www.104.com.tw/job/791jv?jobsource=n104bank2,2年以上,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,
31,資料分析,台北市信義區,【知名外商銀行】Data Analyst 資料分析師-派遣-101WE,萬寶華企業管理顧問股份有限公司,https://www.104.com.tw/job/7ahjs?jobsource=n104bank2,不拘,,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,
32,資料分析,新北市中和區,(TMR- ) 資料分析(機器學習)開發工程師,新漢股份有限公司,https://www.104.com.tw/job/6ua9x?jobsource=n104bank2,3年以上,"['資訊工程相關', '電機電子工程相關', '其他數學及電算機科學相關']",英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,資料分析,台北市中山區,資訊人員（資料分析人員）,國票綜合證券股份有限公司,https://www.104.com.tw/job/5jnua?jobsource=n104bank2,3年以上,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,資料分析,新北市中和區,資料分析管理人員,微星科技股份有限公司,https://www.104.com.tw/job/65icj?jobsource=n104bank2,不拘,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,資料分析,台中市南屯區,生物資料分析研究員,百歐生命科技股份有限公司,https://www.104.com.tw/job/6x900?jobsource=n104bank2,不拘,"['生物學相關', '自然科學學科類', '其他數學及電算機科學相關']",英文,聽 /精通、說 /中等、讀 /精通、寫 /精通,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,資料分析,新竹市,【資料分析】資料分析工程師 (新竹),智聯服務股份有限公司,https://www.104.com.tw/job/6th8v?jobsource=n104bank2,不拘,"['資訊管理相關', '資訊工程相關']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,
37,資料分析,台北市松山區,資料分析應用工程師,思納捷科技股份有限公司,https://www.104.com.tw/job/5s5hg?jobsource=n104bank2,1年以上,"['工程學科類', '數理統計相關', '資訊工程相關']",英文,聽 /中等、說 /略懂、讀 /略懂、寫 /略懂,,v,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,v,,
38,資料分析,台北市松山區,數據/資料分析工程師-台北 (系統推展部),錠嵂保險經紀人股份有限公司,https://www.104.com.tw/job/6l6mm?jobsource=n104bank2,2年以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,資料分析,桃園市蘆竹區,資料分析工程師(桃園公司),廣晉軟體股份有限公司,https://www.104.com.tw/job/6nt0r?jobsource=n104bank2,不拘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,
40,資料分析,台中市南區,國際學校教育資料分析師,康乃爾英語股份有限公司,https://www.104.com.tw/job/7a385?jobsource=jolist_a_relevance,不拘,,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,v,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,資料分析,新北市中和區,資深資料分析師【Big Data】,麗臺科技股份有限公司,https://www.104.com.tw/job/6a18k?jobsource=jolist_a_relevance,2年以上,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,資料分析,台北市松山區,資料分析實習/工讀 (Data Analyst Intern),亞洲指標數位行銷顧問股份有限公司,https://www.104.com.tw/job/76ph3?jobsource=jolist_a_relevance,不拘,['數學及電算機科學學科類'],英文,聽 /中等、說 /中等、讀 /精通、寫 /中等,,v,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,資料分析,台北市中山區,WD-資料分析工程師,萬達寵物事業股份有限公司,https://www.104.com.tw/job/791jh?jobsource=jolist_a_relevance,2年以上,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,
44,資料分析,台北市南港區,約聘資料分析師(T66駐點食藥署),關貿網路股份有限公司,https://www.104.com.tw/job/76wdy?jobsource=jolist_a_relevance,不拘,"['統計學相關', '食品科學相關', '公共衛生相關']",,,,v,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,資料分析,台北市內湖區,資料分析工程師,台固媒體股份有限公司,https://www.104.com.tw/job/6y8ek?jobsource=jolist_a_relevance,7年以上,"['資訊工程相關', '資訊管理相關']",英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,v,,
46,資料分析,台北市中正區,巨量資料分析平台工程師,中華資安國際股份有限公司,https://www.104.com.tw/job/72ks3?jobsource=jolist_a_relevance,不拘,"['資訊工程相關', '其他數學及電算機科學相關', '電機電子工程相關']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,資料分析,新竹市,【資料分析】Splunk開發工程師 (新竹),智聯服務股份有限公司,https://www.104.com.tw/job/75j4h?jobsource=jolist_a_relevance,不拘,"['資訊管理相關', '資訊工程相關']",,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,
48,資料分析,新北市新莊區,流程改善暨資料分析人員,和潤企業股份有限公司,https://www.104.com.tw/job/6uuts?jobsource=jolist_a_relevance,2年以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,資料分析,台北市南港區,約聘資料分析師(T67駐點食藥署),關貿網路股份有限公司,https://www.104.com.tw/job/6f8rs?jobsource=jolist_a_relevance,不拘,"['統計學相關', '食品科學相關', '公共衛生相關']",,,,v,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,資料分析,新竹市,資料分析師(Data Analyst),泰詠電子股份有限公司,https://www.104.com.tw/job/773df?jobsource=jolist_a_relevance,1年以上,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,資料分析,新竹市,【資料分析】Tableau開發工程師 (新竹),智聯服務股份有限公司,https://www.104.com.tw/job/75j5a?jobsource=jolist_a_relevance,不拘,"['資訊管理相關', '資訊工程相關']",,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,
52,資料分析,台北市內湖區,軟體工程師 / AI Engineer / 資料分析師,康信創意科技有限公司,https://www.104.com.tw/job/76x8b?jobsource=jolist_a_relevance,不拘,"['資訊工程相關', '數學及電算機科學學科類', '工程學科類']",,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,資料分析,台北市北投區,資料分析師,華碩雲端股份有限公司,https://www.104.com.tw/job/741pc?jobsource=jolist_a_relevance,2年以上,"['資訊管理相關', '電機電子工程相關', '數學及電算機科學學科類']",英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,,v,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,資料分析,台北市內湖區,【2021暑期實習】資料分析實習生(台北),台達電子工業股份有限公司_DELTAELECTRONICSINC.,https://www.104.com.tw/job/784ay?jobsource=jolist_a_relevance,不拘,"['統計學相關', '數理統計相關', '資訊工程相關']",英文,聽 /中等、說 /中等、讀 /精通、寫 /中等,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,資料分析,新竹市,資料分析師,紫式大數據決策股份有限公司,https://www.104.com.tw/job/747q3?jobsource=jolist_a_relevance,不拘,"['統計學相關', '資訊管理相關', '工業工程相關']",英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,資料分析,台北市內湖區,資料分析師,格萊鉑數位有限公司,https://www.104.com.tw/job/74hy9?jobsource=jolist_a_relevance,1年以上,"['數理統計相關', '資訊工程相關', '應用數學相關']",英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,
57,資料分析,台北市松山區,資料分析師,烏龜移動科技股份有限公司,https://www.104.com.tw/job/63jf9?jobsource=jolist_a_relevance,不拘,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,資料分析,台北市松山區,資料分析師,雨林新零售股份有限公司,https://www.104.com.tw/job/6xtpc?jobsource=jolist_a_relevance,2年以上,"['一般數學相關', '應用數學相關']",英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,
59,資料分析,新竹市,資料分析工程師(派駐聯發科-竹科),就業情報資訊股份有限公司新竹分公司,https://www.104.com.tw/job/7a2vv?jobsource=jolist_a_relevance,不拘,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,數據分析,台北市中山區,數據分析師,大數據股份有限公司,https://www.104.com.tw/job/5944x?jobsource=n104bank2,不拘,"['市場行銷相關', '資訊管理相關', '數理統計相關']",英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,數據分析,台北市信義區,數據分析人員,(總公司)南山人壽保險股份有限公司,https://www.104.com.tw/job/498rd?jobsource=n104bank2,1年以上,"['商業及管理學科類', '應用數學相關', '統計學相關']",英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,數據分析,台北市中山區,數據分析師,台北神策諮詢顧問有限公司,https://www.104.com.tw/job/6sxgk?jobsource=n104bank2,不拘,"['統計學相關', '資訊管理相關', '其他商業及管理相關']",英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,v,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,v,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,v,,
63,數據分析,新北市中和區,數據分析師,艾維克科技股份有限公司,https://www.104.com.tw/job/69nkz?jobsource=n104bank2,不拘,,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,
64,數據分析,台北市大同區,商業數據分析師,雲端行動科技股份有限公司,https://www.104.com.tw/job/6sg76?jobsource=n104bank2,1年以上,"['企業管理相關', '資訊管理相關', '統計學相關']",英文,聽 /精通、說 /中等、讀 /精通、寫 /中等,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,數據分析,台中市西屯區,資深數據分析師,動能娛樂股份有限公司,https://www.104.com.tw/job/6yu84?jobsource=n104bank2,2年以上,,,,,,,,,,,,,,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,數據分析,台北市大安區,行銷數據分析師,百商數位科技股份有限公司,https://www.104.com.tw/job/7aipl?jobsource=n104bank2,2年以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
