,股票日期,更新時間點,股票類別,股票名稱,股票代號,開盤價,漲停價,跌停價,當日最高,當日最低,成交價,成交量
230,20210531,13:30:00,汽車工業,三陽工業,2206,28.2000,30.8000,25.2000,28.2500,27.8500,27.9500,2206
231,20210531,13:30:00,汽車工業,和泰車,2207,564.0000,620.0000,508.0000,573.0000,557.0000,570.0000,2207
232,20210531,13:30:00,汽車工業,裕日車,2227,266.5000,291.5000,238.5000,267.5000,265.5000,266.5000,2227
233,20210531,13:30:00,汽車工業,劍麟,2228,72.6000,79.6000,65.2000,73.3000,71.4000,71.5000,2228
234,20210531,13:30:00,汽車工業,為升,2231,203.0000,220.5000,180.5000,203.5000,199.5000,201.0000,2231
235,20210531,13:30:00,汽車工業,宇隆,2233,110.0000,120.0000,98.6000,111.5000,107.5000,107.5000,2233
236,20210531,13:30:00,汽車工業,百達-KY,2236,25.2000,27.7500,22.7500,25.2000,24.2000,24.5000,2236
237,20210531,13:30:00,汽車工業,英利-KY,2239,91.5000,100.5000,82.4000,92.1000,91.1000,91.2000,2239
238,20210531,13:30:00,汽車工業,宏旭-KY,2243,10.1500,11.1000,9.0900,10.2000,10.0000,10.0000,2243
239,20210531,13:30:00,汽車工業,汎德永業,2247,222.0000,244.5000,200.5000,223.0000,221.0000,221.5000,2247
240,20210531,13:30:00,汽車工業,怡利電,2497,29.5000,32.3500,26.5500,29.9000,29.2000,29.2000,2497
241,20210531,13:30:00,汽車工業,麗清,3346,44.5000,48.1000,39.4000,46.2000,44.0500,44.8000,3346
242,20210531,13:30:00,汽車工業,智伸科,4551,172.5000,189.5000,155.5000,173.5000,169.5000,170.5000,4551
243,20210531,13:30:00,汽車工業,永新-KY,4557,64.0000,69.5000,56.9000,64.5000,63.5000,63.8000,4557
244,20210531,13:30:00,汽車工業,光隆精密-KY,4581,36.3000,39.9000,32.7000,36.5500,36.2500,36.2500,4581
245,20210531,13:30:00,汽車工業,聯嘉,6288,28.0000,30.4500,24.9500,28.7500,27.8000,28.3000,6288
246,20210531,13:30:00,汽車工業,帝寶,6605,56.3000,62.0000,50.8000,56.6000,56.1000,56.3000,6605
247,20210531,13:30:00,建材營造,上曜,1316,11.2500,12.3500,10.1500,11.4500,11.2500,11.4000,1316
248,20210531,13:30:00,建材營造,華友聯,1436,39.0500,43.6000,35.7000,39.7500,39.0500,-,1436
249,20210531,13:30:00,建材營造,三地開發,1438,30.1000,33.5500,27.4500,30.5000,30.1000,30.5000,1438
250,20210531,13:30:00,建材營造,名軒,1442,17.3000,19.0500,15.6500,17.3500,17.2500,17.2500,1442
251,20210531,13:30:00,建材營造,寶徠,1805,14.0000,15.4000,12.6000,14.0000,13.6000,13.8500,1805
252,20210531,13:30:00,建材營造,潤隆,1808,54.7000,60.5000,49.5000,57.6000,54.7000,57.6000,1808
253,20210531,13:30:00,建材營造,國建,2501,19.8500,21.7000,17.8000,19.9000,19.7000,19.8000,2501
254,20210531,13:30:00,建材營造,國產,2504,25.2500,27.6000,22.6000,25.9000,25.2000,25.5500,2504
255,20210531,13:30:00,建材營造,國揚,2505,30.6500,33.6000,27.5000,30.9000,30.5000,30.6000,2505
256,20210531,13:30:00,建材營造,太設,2506,10.2500,11.2500,9.2300,10.2500,10.1500,10.2000,2506
257,20210531,13:30:00,建材營造,全坤建,2509,19.5500,21.5000,17.6000,19.7500,19.5000,19.5000,2509
258,20210531,13:30:00,建材營造,太子,2511,11.8500,13.0000,10.7000,11.9000,11.7000,11.9000,2511
259,20210531,13:30:00,建材營造,中工,2515,9.0700,9.9100,8.1100,9.1100,8.9200,9.0000,2515
260,20210531,13:30:00,建材營造,新建,2516,5.6900,6.2000,5.0800,6.2000,5.6800,6.2000,2516
261,20210531,13:30:00,建材營造,冠德,2520,37.8000,41.5500,34.0500,38.2000,37.4000,37.5000,2520
262,20210531,13:30:00,建材營造,京城,2524,34.4500,38.6500,31.6500,35.0500,34.4500,35.0500,2524
263,20210531,13:30:00,建材營造,宏璟,2527,22.8000,25.0000,20.5000,22.9500,22.7000,22.9000,2527
264,20210531,13:30:00,建材營造,皇普,2528,22.3000,24.5000,20.1000,22.3000,22.1500,22.3000,2528
265,20210531,13:30:00,建材營造,華建,2530,13.9500,15.2500,12.5500,14.0000,13.8500,13.9000,2530
266,20210531,13:30:00,建材營造,宏盛,2534,19.8500,21.7000,17.8000,19.8500,19.7000,19.7500,2534
267,20210531,13:30:00,建材營造,達欣工,2535,33.3000,36.6000,30.0000,33.5000,33.1500,33.3000,2535
268,20210531,13:30:00,建材營造,宏普,2536,21.6000,23.7000,19.4000,21.7000,21.5500,21.7000,2536
269,20210531,13:30:00,建材營造,聯上發,2537,9.1600,10.0500,8.2500,9.1900,9.0700,9.1300,2537
270,20210531,13:30:00,建材營造,基泰,2538,10.0500,10.9500,9.0000,10.2000,9.9800,10.0000,2538
271,20210531,13:30:00,建材營造,櫻花建,2539,31.6500,34.7500,28.4500,31.6500,31.3500,31.5000,2539
272,20210531,13:30:00,建材營造,愛山林,2540,75.2000,82.7000,67.7000,75.5000,74.5000,74.5000,2540
273,20210531,13:30:00,建材營造,興富發,2542,42.5500,46.9000,38.4000,42.7500,42.0500,42.1000,2542
274,20210531,13:30:00,建材營造,皇昌,2543,7.7700,8.2700,6.7700,7.7700,7.5300,7.7000,2543
275,20210531,13:30:00,建材營造,皇翔,2545,41.0000,44.6500,36.5500,41.1500,40.8000,41.0000,2545
276,20210531,13:30:00,建材營造,根基,2546,47.7000,52.4000,42.9500,47.7000,47.3500,47.4000,2546
277,20210531,13:30:00,建材營造,日勝生,2547,11.3000,12.2500,10.0500,11.3000,11.0000,11.1000,2547
278,20210531,13:30:00,建材營造,華固,2548,94.2000,102.5000,84.0000,94.2000,93.3000,93.7000,2548
279,20210531,13:30:00,建材營造,潤弘,2597,143.0000,158.0000,130.0000,144.0000,142.0000,142.0000,2597
280,20210531,13:30:00,建材營造,台開,2841,7.2500,7.8800,6.4600,7.2500,7.0000,7.0100,2841
281,20210531,13:30:00,建材營造,鼎固-KY,2923,28.3000,31.1500,25.5500,28.8000,28.2500,-,2923
282,20210531,13:30:00,建材營造,夆典,3052,11.9000,13.0000,10.7000,12.0000,11.8500,11.9000,3052
283,20210531,13:30:00,建材營造,總太,3056,39.2500,43.1500,35.3500,39.3000,38.8000,38.9000,3056
284,20210531,13:30:00,建材營造,昇陽,3266,12.7000,13.9500,11.4500,12.7000,12.5000,12.6000,3266
285,20210531,13:30:00,建材營造,欣陸,3703,25.0000,27.4000,22.5000,25.2500,24.8000,24.9000,3703
286,20210531,13:30:00,建材營造,建國,5515,13.3000,14.5500,11.9500,13.3500,13.1500,13.2000,5515
287,20210531,13:30:00,建材營造,隆大,5519,22.2000,24.3000,19.9000,22.3000,22.0500,22.0500,5519
288,20210531,13:30:00,建材營造,工信,5521,10.1000,11.1000,9.0900,10.1000,9.9400,9.9800,5521
289,20210531,13:30:00,建材營造,遠雄,5522,54.9000,60.5000,49.5000,55.4000,54.8000,54.9000,5522
290,20210531,13:30:00,建材營造,順天,5525,24.6500,27.1000,22.2000,24.6500,24.2000,24.6500,5525
291,20210531,13:30:00,建材營造,鄉林,5531,12.4000,13.4000,11.0000,12.4500,12.0000,12.0500,5531
292,20210531,13:30:00,建材營造,皇鼎,5533,16.0500,17.7500,14.5500,16.2000,16.0500,16.1000,5533
293,20210531,13:30:00,建材營造,長虹,5534,78.9000,86.9000,71.1000,79.4000,78.8000,78.8000,5534
294,20210531,13:30:00,建材營造,永固-KY,5546,80.3000,88.3000,72.3000,80.4000,79.1000,80.2000,5546
295,20210531,13:30:00,建材營造,達麗,6177,29.7000,32.8000,26.9000,29.9000,29.4500,29.4500,6177
296,20210531,13:30:00,建材營造,欣巴巴,9906,43.0000,47.3000,38.7000,43.7000,42.6000,43.4000,9906
297,20210531,13:30:00,建材營造,三發地產,9946,15.1000,16.6000,13.6000,15.1000,14.8000,14.8500,9946
298,20210531,13:30:00,航運業,台船,2208,22.6500,24.9000,20.4000,23.0000,22.0000,22.0500,2208
299,20210531,13:30:00,航運業,長榮,2603,99.5000,106.0000,86.8000,105.5000,96.6000,98.6000,2603
300,20210531,13:30:00,航運業,新興,2605,26.8500,29.1500,23.8500,27.4000,25.8500,26.2000,2605
301,20210531,13:30:00,航運業,裕民,2606,61.1000,66.4000,54.4000,63.5000,59.1000,59.8000,2606
302,20210531,13:30:00,航運業,榮運,2607,22.9000,24.9000,20.4000,23.3500,22.1000,22.1000,2607
303,20210531,13:30:00,航運業,嘉里大榮,2608,62.8000,67.9000,55.7000,67.9000,62.5000,67.9000,2608
304,20210531,13:30:00,航運業,陽明,2609,110.5000,118.5000,97.2000,115.0000,102.0000,102.5000,2609
305,20210531,13:30:00,航運業,華航,2610,18.3500,19.9000,16.3000,18.3500,17.5000,17.5500,2610
306,20210531,13:30:00,航運業,志信,2611,18.0500,19.8500,16.2500,18.4500,17.3000,17.4000,2611
307,20210531,13:30:00,航運業,中航,2612,44.7000,49.8000,40.8000,46.2500,44.0000,44.8500,2612
308,20210531,13:30:00,航運業,中櫃,2613,27.8000,30.5000,25.0000,28.5000,26.6500,26.7000,2613
309,20210531,13:30:00,航運業,萬海,2615,161.0000,169.5000,139.5000,161.0000,142.0000,145.0000,2615
310,20210531,13:30:00,航運業,台航,2617,38.8000,42.2000,34.6000,39.8500,37.5000,38.2000,2617
311,20210531,13:30:00,航運業,長榮航,2618,17.5500,19.1000,15.7000,17.8500,17.0000,17.0000,2618
312,20210531,13:30:00,航運業,亞航,2630,17.8000,19.4500,15.9500,17.8000,17.2500,17.3000,2630
313,20210531,13:30:00,航運業,台灣高鐵,2633,28.9000,31.7500,26.0500,29.4500,28.8000,29.4500,2633
314,20210531,13:30:00,航運業,漢翔,2634,27.6500,30.4000,24.9000,28.1000,27.6500,27.8500,2634
315,20210531,13:30:00,航運業,台驊投控,2636,103.0000,103.0000,84.4000,103.0000,99.3000,103.0000,2636
316,20210531,13:30:00,航運業,慧洋-KY,2637,69.5000,75.4000,61.8000,71.7000,67.0000,67.4000,2637
317,20210531,13:30:00,航運業,宅配通,2642,85.5000,85.5000,70.1000,85.5000,85.5000,85.5000,2642
318,20210531,13:30:00,航運業,遠雄港,5607,32.5000,35.6500,29.2500,33.4000,32.0000,32.0500,5607
319,20210531,13:30:00,航運業,四維航,5608,37.2000,39.8500,32.6500,38.4000,34.9500,35.2000,5608
320,20210531,13:30:00,航運業,建新國際,8367,36.3500,39.7000,32.5000,37.5000,35.3000,35.6000,8367
321,20210531,13:30:00,觀光事業,萬企,2701,11.8000,12.9500,10.6500,11.9000,11.7500,11.9000,2701
322,20210531,13:30:00,觀光事業,華園,2702,18.7500,20.5500,16.8500,18.7500,18.4500,18.6000,2702
323,20210531,13:30:00,觀光事業,國賓,2704,28.2500,30.8000,25.2000,28.2500,27.9000,28.0000,2704
324,20210531,13:30:00,觀光事業,六福,2705,16.7000,18.3500,15.0500,17.1000,16.7000,16.9500,2705
325,20210531,13:30:00,觀光事業,第一店,2706,13.8500,15.2000,12.5000,13.8500,13.7500,13.8000,2706
326,20210531,13:30:00,觀光事業,晶華,2707,140.5000,153.0000,126.0000,142.0000,138.0000,140.0000,2707
327,20210531,13:30:00,觀光事業,遠雄來,2712,33.9000,37.4000,30.6000,33.9000,33.9000,-,2712
328,20210531,13:30:00,觀光事業,夏都,2722,29.0000,31.9000,26.1000,29.5000,28.4500,29.4500,2722
329,20210531,13:30:00,觀光事業,美食-KY,2723,166.0000,182.0000,149.0000,168.5000,159.0000,167.0000,2723
330,20210531,13:30:00,觀光事業,王品,2727,134.0000,145.5000,119.5000,145.5000,131.5000,142.5000,2727
331,20210531,13:30:00,觀光事業,雄獅,2731,84.0000,92.0000,75.4000,84.0000,82.2000,83.1000,2731
332,20210531,13:30:00,觀光事業,寒舍,2739,23.4000,25.5500,20.9500,23.5000,22.7500,22.9000,2739
333,20210531,13:30:00,觀光事業,雲品,2748,39.8000,44.0000,36.0000,39.9000,39.6000,39.7000,2748
334,20210531,13:30:00,觀光事業,鳳凰,5706,37.8000,42.4500,34.7500,38.6000,37.2500,37.5000,5706
335,20210531,13:30:00,觀光事業,柏文,8462,143.0000,155.5000,127.5000,149.0000,140.5000,148.5000,8462
336,20210531,13:30:00,觀光事業,新天地,8940,11.2000,12.3000,10.1000,11.2000,11.0500,11.1000,8940
337,20210531,13:30:00,觀光事業,好樂迪,9943,62.3000,68.3000,55.9000,62.4000,62.0000,62.0000,9943
338,20210531,13:30:00,金融保險,彰銀,2801,16.9000,18.5500,15.2500,16.9500,16.8000,16.8500,2801
339,20210531,13:30:00,金融保險,京城銀,2809,41.5500,45.4000,37.2000,41.7500,41.0000,41.1000,2809
340,20210531,13:30:00,金融保險,台中銀,2812,11.3500,12.4500,10.2500,11.4000,11.3000,11.3500,2812
341,20210531,13:30:00,金融保險,旺旺保,2816,20.4000,22.5500,18.4500,20.6000,20.3000,20.4000,2816
342,20210531,13:30:00,金融保險,華票,2820,16.0000,17.6000,14.4000,16.0500,15.9000,15.9000,2820
343,20210531,13:30:00,金融保險,中壽,2823,24.6500,27.1000,22.2000,24.9000,24.6000,24.7500,2823
344,20210531,13:30:00,金融保險,台產,2832,20.7000,22.7000,18.6000,20.9000,20.7000,20.8000,2832
345,20210531,13:30:00,金融保險,臺企銀,2834,9.5800,10.5000,8.6100,9.6500,9.5200,9.6100,2834
346,20210531,13:30:00,金融保險,高雄銀,2836,10.8500,12.0000,9.8600,11.0000,10.8000,10.9000,2836
347,20210531,13:30:00,金融保險,高雄銀甲特,2836A,22.9500,25.1500,20.6500,22.9500,22.9500,-,2836A
348,20210531,13:30:00,金融保險,聯邦銀,2838,11.6500,12.8500,10.5500,11.8500,11.6500,11.7000,2838
349,20210531,13:30:00,金融保險,聯邦銀甲特,2838A,52.8000,58.0000,47.5500,52.9000,52.7000,52.9000,2838A
350,20210531,13:30:00,金融保險,遠東銀,2845,10.5000,11.6000,9.5000,10.6000,10.4500,10.5000,2845
351,20210531,13:30:00,金融保險,安泰銀,2849,14.7000,16.1000,13.2000,14.7000,14.4500,14.4500,2849
352,20210531,13:30:00,金融保險,新產,2850,39.8000,43.7500,35.8500,39.9000,39.5000,39.9000,2850
353,20210531,13:30:00,金融保險,中再保,2851,25.5500,28.1000,23.0000,25.9000,25.5500,25.9000,2851
354,20210531,13:30:00,金融保險,第一保,2852,13.0000,14.3500,11.7500,13.1000,12.9500,13.0000,2852
355,20210531,13:30:00,金融保險,統一證,2855,28.9500,31.5000,25.8000,29.1500,28.4000,28.6000,2855
356,20210531,13:30:00,金融保險,三商壽,2867,9.4600,10.3000,8.4400,9.4900,9.3900,9.4000,2867
357,20210531,13:30:00,金融保險,華南金,2880,18.1500,19.9500,16.3500,18.2500,18.1500,18.2500,2880
358,20210531,13:30:00,金融保險,富邦金,2881,72.1000,79.2000,64.8000,72.6000,71.7000,72.3000,2881
359,20210531,13:30:00,金融保險,富邦特,2881A,62.5000,68.7000,56.3000,62.6000,62.4000,62.6000,2881A
360,20210531,13:30:00,金融保險,富邦金乙特,2881B,62.1000,68.3000,55.9000,62.2000,61.8000,62.1000,2881B
361,20210531,13:30:00,金融保險,國泰金,2882,55.5000,61.0000,49.9500,56.4000,55.3000,55.9000,2882
362,20210531,13:30:00,金融保險,國泰特,2882A,62.4000,68.6000,56.2000,62.4000,62.2000,62.4000,2882A
363,20210531,13:30:00,金融保險,國泰金乙特,2882B,61.9000,68.2000,55.8000,62.1000,61.8000,62.1000,2882B
364,20210531,13:30:00,金融保險,開發金,2883,12.2500,13.5000,11.1000,12.5000,12.2500,12.4500,2883
365,20210531,13:30:00,金融保險,玉山金,2884,25.4500,27.9000,22.9000,25.6500,25.4000,25.5500,2884
366,20210531,13:30:00,金融保險,元大金,2885,25.6500,28.1500,23.0500,25.8000,25.5000,25.6000,2885
367,20210531,13:30:00,金融保險,兆豐金,2886,33.1000,36.4000,29.8000,33.1000,32.9500,33.1000,2886
368,20210531,13:30:00,金融保險,台新金,2887,14.7500,16.1500,13.2500,14.8000,14.7000,14.8000,2887
369,20210531,13:30:00,金融保險,台新戊特,2887E,53.0000,58.3000,47.7000,53.0000,52.9000,53.0000,2887E
370,20210531,13:30:00,金融保險,台新戊特二,2887F,51.6000,56.8000,46.5500,51.6000,51.5000,51.5000,2887F
371,20210531,13:30:00,金融保險,新光金,2888,10.0500,10.9000,8.9400,10.1500,9.9600,10.0500,2888
372,20210531,13:30:00,金融保險,新光金甲特,2888A,42.4500,46.6000,38.2000,42.8000,42.4000,42.8000,2888A
373,20210531,13:30:00,金融保險,新光金乙特,2888B,40.9000,44.9500,36.8500,41.1500,40.8500,41.1500,2888B
374,20210531,13:30:00,金融保險,國票金,2889,17.1500,18.8000,15.4000,17.2000,17.0000,17.1000,2889
375,20210531,13:30:00,金融保險,永豐金,2890,13.4500,14.7500,12.1500,13.5500,13.4500,13.5500,2890
376,20210531,13:30:00,金融保險,中信金,2891,22.9500,25.3000,20.7000,23.2000,22.9000,23.0500,2891
377,20210531,13:30:00,金融保險,中信金乙特,2891B,63.2000,69.5000,56.9000,63.3000,63.1000,-,2891B
378,20210531,13:30:00,金融保險,中信金丙特,2891C,60.9000,67.2000,55.0000,61.1000,60.9000,-,2891C
379,20210531,13:30:00,金融保險,第一金,2892,21.9000,24.0000,19.7000,22.1000,21.8500,22.0000,2892
380,20210531,13:30:00,金融保險,王道銀行,2897,7.0800,7.7200,6.3200,7.0900,7.0200,7.0400,2897
381,20210531,13:30:00,金融保險,王道銀甲特,2897A,10.1500,11.1000,9.0900,10.2000,10.1500,10.1500,2897A
382,20210531,13:30:00,金融保險,上海商銀,5876,44.4000,49.7500,40.7500,45.5000,44.4000,45.4000,5876
383,20210531,13:30:00,金融保險,合庫金,5880,20.8500,22.9000,18.8000,21.0000,20.8000,20.9500,5880
384,20210531,13:30:00,金融保險,群益證,6005,17.8500,19.4000,15.9000,17.9500,17.4000,17.5000,6005
385,20210531,13:30:00,金融保險,群益期,6024,44.0000,48.0000,39.3000,44.0000,43.4500,43.7000,6024
386,20210531,13:30:00,貿易百貨,大魯閣,1432,14.0000,15.2500,12.5500,14.1500,13.8500,14.1000,1432
387,20210531,13:30:00,貿易百貨,益航,2601,13.2000,14.1500,11.6500,13.3000,12.5000,12.5500,2601
388,20210531,13:30:00,貿易百貨,東森,2614,17.6000,19.1000,15.7000,17.6500,17.3000,17.3500,2614
389,20210531,13:30:00,貿易百貨,欣欣,2901,28.1500,31.1000,25.5000,28.3000,28.0000,-,2901
390,20210531,13:30:00,貿易百貨,遠百,2903,22.3000,24.4500,20.0500,22.4500,22.3000,22.4000,2903
391,20210531,13:30:00,貿易百貨,三商,2905,21.9000,23.9000,19.6000,22.3000,21.8500,22.1000,2905
392,20210531,13:30:00,貿易百貨,高林,2906,15.6000,17.2000,14.1000,15.8500,15.5000,15.6500,2906
393,20210531,13:30:00,貿易百貨,特力,2908,27.0500,29.7500,24.3500,27.5000,27.0500,27.4500,2908
394,20210531,13:30:00,貿易百貨,統領,2910,32.0000,34.9000,28.6000,32.3500,31.7500,-,2910
395,20210531,13:30:00,貿易百貨,麗嬰房,2911,7.7000,8.4700,6.9300,7.7900,7.6000,7.6700,2911
396,20210531,13:30:00,貿易百貨,統一超,2912,263.5000,288.0000,236.0000,266.0000,263.0000,264.5000,2912
397,20210531,13:30:00,貿易百貨,農林,2913,19.2000,21.0000,17.2000,20.3000,19.1000,19.7500,2913
398,20210531,13:30:00,貿易百貨,潤泰全,2915,83.1000,91.0000,74.6000,83.7000,82.4000,82.9000,2915
399,20210531,13:30:00,貿易百貨,淘帝-KY,2929,15.1000,16.0500,13.1500,15.3000,14.4500,14.6500,2929
400,20210531,13:30:00,貿易百貨,客思達-KY,2936,22.8000,25.1000,20.6000,23.2000,22.4000,22.8500,2936
401,20210531,13:30:00,貿易百貨,凱羿-KY,2939,33.0000,35.9000,29.4000,33.4000,32.9000,33.4000,2939
402,20210531,13:30:00,貿易百貨,日成-KY,4807,24.0000,26.4500,21.6500,24.5000,23.7500,24.3000,4807
403,20210531,13:30:00,貿易百貨,台南-KY,5906,42.7500,46.7500,38.2500,42.8000,42.5000,-,5906
404,20210531,13:30:00,貿易百貨,大洋-KY,5907,19.5500,21.3500,17.5500,19.8500,19.1000,19.2500,5907
405,20210531,13:30:00,貿易百貨,金麗-KY,8429,12.8500,13.8500,11.3500,13.3000,12.2000,12.3500,8429
406,20210531,13:30:00,貿易百貨,阿瘦,8443,11.6000,12.6500,10.3500,11.6000,11.3000,11.4500,8443
407,20210531,13:30:00,貿易百貨,富邦媒,8454,1265.0000,1375.0000,1125.0000,1295.0000,1230.0000,1240.0000,8454
408,20210531,13:30:00,其他,八貫,1342,55.0000,60.2000,49.3500,55.3000,54.2000,54.4000,1342
409,20210531,13:30:00,其他,廣豐,1416,11.1000,12.2000,9.9900,11.2000,11.0500,11.1000,1416
410,20210531,13:30:00,其他,中福,1435,21.0500,23.3500,19.1500,21.4000,20.6000,21.4000,1435
411,20210531,13:30:00,其他,勤益控,1437,24.8500,27.2000,22.3000,25.1500,24.8000,25.0500,1437
412,20210531,13:30:00,其他,川飛,1516,21.2500,23.2000,19.0000,21.2500,20.7500,21.1500,1516
413,20210531,13:30:00,其他,橋椿,2062,27.9500,30.6000,25.1000,28.8500,27.9500,28.4500,2062
414,20210531,13:30:00,其他,海悅,2348,95.2000,104.5000,85.6000,95.3000,93.1000,93.3000,2348
415,20210531,13:30:00,其他,廷鑫,2358,14.9000,15.7500,12.9500,15.4000,14.7000,14.8000,2358
416,20210531,13:30:00,其他,億麗,2443,2.9500,3.2700,2.6900,2.9900,2.9200,2.9900,2443
417,20210531,13:30:00,其他,卓越,2496,59.0000,64.9000,53.1000,59.5000,58.7000,-,2496
418,20210531,13:30:00,其他,龍邦,2514,19.6500,20.6500,16.9500,20.2500,19.0000,19.0000,2514
419,20210531,13:30:00,其他,匯僑,2904,29.0000,31.7500,26.0500,29.2000,29.0000,29.1000,2904
420,20210531,13:30:00,其他,遠見,3040,50.7000,55.5000,45.4500,50.7000,49.4000,49.6000,3040
421,20210531,13:30:00,其他,嘉威,3557,83.3000,91.7000,75.1000,84.1000,81.7000,83.3000,3557
422,20210531,13:30:00,其他,拓凱,4536,164.0000,183.0000,150.0000,167.0000,164.0000,165.5000,4536
423,20210531,13:30:00,其他,jpp-KY,5284,43.6000,47.7500,39.1500,43.6000,42.7500,-,5284
424,20210531,13:30:00,其他,中租-KY,5871,209.5000,230.0000,189.0000,210.5000,205.5000,208.5000,5871
425,20210531,13:30:00,其他,中租-KY甲特,5871A,99.1000,108.5000,89.1000,99.2000,99.0000,-,5871A
426,20210531,13:30:00,其他,大豐電,6184,45.1500,49.6500,40.6500,45.2000,44.9500,44.9500,6184
427,20210531,13:30:00,其他,台數科,6464,108.5000,119.5000,98.1000,109.0000,108.5000,109.0000,6464
428,20210531,13:30:00,其他,南六,6504,164.5000,180.5000,148.5000,165.5000,163.0000,164.5000,6504
429,20210531,13:30:00,其他,鋼聯,6581,70.1000,77.0000,63.0000,72.5000,70.1000,-,6581
430,20210531,13:30:00,其他,和潤企業,6592,82.5000,90.5000,74.1000,84.0000,82.5000,83.2000,6592
431,20210531,13:30:00,其他,必應,6625,27.8500,30.6000,25.1000,28.0000,27.8000,-,6625
432,20210531,13:30:00,其他,基士德-KY,6641,68.4000,75.2000,61.6000,68.6000,68.0000,68.1000,6641
433,20210531,13:30:00,其他,科定,6655,72.0000,78.6000,64.4000,72.2000,71.7000,71.7000,6655
434,20210531,13:30:00,其他,復盛應用,6670,219.5000,243.0000,199.0000,223.0000,219.5000,219.5000,6670
435,20210531,13:30:00,其他,三能-KY,6671,47.5000,52.2000,42.7500,48.1000,47.0000,-,6671
436,20210531,13:30:00,其他,匯僑設計,6754,44.9500,49.3500,40.4500,45.2000,44.7500,45.0000,6754
437,20210531,13:30:00,其他,志強-KY,6768,74.8000,82.0000,67.2000,76.5000,74.3000,75.1000,6768
438,20210531,13:30:00,其他,雷虎,8033,17.1500,17.9500,14.7500,17.4500,16.5000,16.7000,8033
439,20210531,13:30:00,其他,日友,8341,213.0000,234.0000,192.0000,214.5000,212.0000,213.5000,8341
440,20210531,13:30:00,其他,百和興業-KY,8404,47.0500,51.5000,42.2500,47.4500,46.3000,46.3000,8404
441,20210531,13:30:00,其他,福貞-KY,8411,13.8000,15.3000,12.6000,14.0500,13.8000,14.0500,8411
442,20210531,13:30:00,其他,可寧衛,8422,170.5000,187.0000,153.0000,172.5000,170.0000,172.0000,8422
443,20210531,13:30:00,其他,基勝-KY,8427,51.9000,55.4000,45.4000,52.6000,50.4000,-,8427
444,20210531,13:30:00,其他,威宏-KY,8442,39.3500,43.3000,35.5000,39.5000,38.6000,39.1500,8442
445,20210531,13:30:00,其他,潤泰材,8463,36.3500,39.9500,32.7500,36.5500,36.1000,36.4000,8463
446,20210531,13:30:00,其他,億豐,8464,405.0000,448.5000,367.5000,411.5000,400.0000,407.5000,8464
447,20210531,13:30:00,其他,美吉吉-KY,8466,57.8000,61.0000,49.9500,59.0000,56.6000,57.1000,8466
448,20210531,13:30:00,其他,波力-KY,8467,40.0000,44.3000,36.3000,41.3000,40.0000,-,8467
449,20210531,13:30:00,其他,山林水,8473,43.0000,46.9000,38.4000,43.0000,41.6000,41.6000,8473
450,20210531,13:30:00,其他,東哥遊艇,8478,52.3000,56.8000,46.5500,54.8000,52.3000,54.3000,8478
451,20210531,13:30:00,其他,泰昇-KY,8480,110.5000,123.0000,101.0000,110.5000,109.5000,109.5000,8480
452,20210531,13:30:00,其他,政伸,8481,82.6000,88.9000,72.9000,82.6000,81.4000,-,8481
453,20210531,13:30:00,其他,商億-KY,8482,75.4000,82.9000,67.9000,75.4000,75.4000,-,8482
454,20210531,13:30:00,其他,吉源-KY,8488,-,16.7000,13.7000,-,-,-,8488
455,20210531,13:30:00,其他,鼎炫-KY,8499,133.0000,146.0000,120.0000,135.5000,133.0000,134.5000,8499
456,20210531,13:30:00,其他,鈺齊-KY,9802,124.5000,135.5000,111.5000,124.5000,121.5000,122.0000,9802
457,20210531,13:30:00,其他,台火,9902,13.2000,14.4000,11.8000,13.7000,13.1500,13.2500,9902
458,20210531,13:30:00,其他,寶成,9904,38.3500,42.0500,34.4500,38.6000,36.7500,37.6500,9904
459,20210531,13:30:00,其他,大華,9905,25.9500,28.5000,23.4000,26.1000,25.9000,26.1000,9905
460,20210531,13:30:00,其他,統一實,9907,13.5000,14.7500,12.1500,13.5500,13.0000,13.1500,9907
461,20210531,13:30:00,其他,豐泰,9910,247.0000,269.5000,220.5000,248.0000,235.0000,241.0000,9910
462,20210531,13:30:00,其他,櫻花,9911,65.4000,71.9000,58.9000,67.8000,65.4000,67.8000,9911
463,20210531,13:30:00,其他,美利達,9914,320.0000,353.0000,289.0000,326.0000,312.5000,322.5000,9914
464,20210531,13:30:00,其他,中保科,9917,91.4000,100.0000,82.2000,92.0000,91.3000,91.8000,9917
465,20210531,13:30:00,其他,康那香,9919,36.0500,39.9000,32.7000,36.2500,35.0000,35.7000,9919
466,20210531,13:30:00,其他,巨大,9921,332.0000,366.0000,300.0000,336.5000,325.0000,331.0000,9921
467,20210531,13:30:00,其他,福興,9924,44.6500,49.0500,40.1500,44.8500,44.6500,44.8000,9924
468,20210531,13:30:00,其他,新保,9925,38.2000,42.0000,34.4000,38.5500,38.1000,38.1500,9925
469,20210531,13:30:00,其他,泰銘,9927,31.0500,33.9500,27.8500,31.7000,31.0500,31.7000,9927
470,20210531,13:30:00,其他,中視,9928,-,6.3900,5.2300,-,-,-,9928
471,20210531,13:30:00,其他,秋雨,9929,11.9000,13.0500,10.7500,11.9500,11.8000,-,9929
